"","FileName","VoiceVote","VoiceLevel","FaceVote","FaceLevel","MultiModalVote","MultiModalLevel"
"911","1012_TIE_DIS_XX","D","44.67","D","73","D","70.67"
"912","1012_IOM_NEU_XX","N","63","N","59.5","N","64.33"
"913","1012_IOM_HAP_XX","A:N","27.50:60.75","H","82","H","69.88"
"914","1012_IOM_SAD_XX","N","68.67","N","75.4","N","80.25"
"915","1012_IOM_ANG_XX","A","57.6","H","47.25","A","62.86"
"916","1012_IOM_FEA_XX","N","58.4","F","55.5","F","53.2"
"917","1012_IOM_DIS_XX","D","49.5","D","64.75","D","71.11"
"918","1012_IWW_NEU_XX","N","44.71","N","61.75","N","53.33"
"919","1012_IWW_HAP_XX","F","61.5","H","80.3","H","67.2"
"920","1012_IWW_SAD_XX","F","51","F:N","39.25:60.75","F","66.43"
"921","1012_IWW_ANG_XX","A","41.86","A","67.25","A","53.71"
"922","1012_IWW_FEA_XX","F","48.29","F","49.4","F","63.86"
"923","1012_IWW_DIS_XX","D","61.2","D","56","D","54.5"
"924","1012_TAI_NEU_XX","N","53.71","N","82.5","N","83"
"925","1012_TAI_HAP_XX","N","61.33","H","77.1","H","75"
"926","1012_TAI_SAD_XX","N:S","68.5:38.0","S","53.83","S","58.75"
"927","1012_TAI_ANG_XX","N","70.8","N","69","D:F","51:72"
"928","1012_TAI_FEA_XX","F","58.6","F","53.6","F","67.12"
"929","1012_TAI_DIS_XX","D","52.33","D","69","D","69.3"
"930","1012_MTI_NEU_XX","N","82.5","N","62.88","N","76.56"
"931","1012_MTI_HAP_XX","N","57.6","H","76.56","H","79.75"
"932","1012_MTI_SAD_XX","S","71","S","76.5","S","50.71"
"933","1012_MTI_ANG_XX","N","79.2","N","62.4","N","63"
"934","1012_MTI_FEA_XX","F","50.6","F","67.71","F","66.56"
"935","1012_MTI_DIS_XX","S","39.6","D","81.78","D","72.86"
"936","1012_IWL_NEU_XX","N","57.38","N","66","N","56.43"
"937","1012_IWL_HAP_XX","N","77.2","H","73.89","H","76.67"
"938","1012_IWL_SAD_XX","N","55.8","S","62.5","S","62.22"
"939","1012_IWL_ANG_XX","A","52.29","A:F:H:N","35.0:34.5:54.0:74.0","A","66.12"
"940","1012_IWL_FEA_XX","S","63.75","F","65","F","55.57"
"941","1012_IWL_DIS_XX","D","37.67","D","50.78","D","67.89"
"942","1012_ITH_NEU_XX","N","81.62","N","67.86","N","79.62"
"943","1012_ITH_HAP_XX","N","42.5","H","72.88","H","72.2"
"944","1012_ITH_SAD_XX","S","34.6","F","54","F","51.8"
"945","1012_ITH_ANG_XX","A","63.29","A","52.8","A","69.67"
"946","1012_ITH_FEA_XX","F","56.71","F","58.88","F","67"
"947","1012_ITH_DIS_XX","D:N","65.67:67.00","D","84.5","D","82.44"
"948","1012_DFA_NEU_XX","N","54.75","N","76.43","N","56.75"
"949","1012_DFA_HAP_XX","A","47.25","H","69.9","H","76.89"
"950","1012_DFA_SAD_XX","N","48.29","N","70.2","N","63.75"
"951","1012_DFA_ANG_XX","A","64.9","A","54","A","56.78"
"952","1012_DFA_FEA_XX","N","62.8","F","56.8","F","59.17"
"953","1012_DFA_DIS_XX","A:D:N","62.5:67.0:75.0","D","55.8","D","75.12"
"954","1012_ITS_NEU_XX","N","70.2","N","73.67","N","73.62"
"955","1012_ITS_HAP_XX","N","52","H","88.25","H","75"
"956","1012_ITS_SAD_XX","S","60.8","F","51.6","F:S","48.50:40.75"
"957","1012_ITS_ANG_XX","N","72.5","N","67.83","N","52.17"
"958","1012_ITS_FEA_XX","F","77.14","F","68.44","F","81.4"
"959","1012_ITS_DIS_XX","D","50","D","58.9","D","68.9"
"960","1012_TSI_NEU_XX","N","69.5","N","72.67","N","84.67"
"961","1012_TSI_HAP_XX","F","25","H","79.5","H","78.6"
"962","1012_TSI_SAD_XX","N","56","F","79","F","58.57"
"963","1012_TSI_ANG_XX","A","45.8","A","42.83","A","64.2"
"964","1012_TSI_FEA_XX","F","54.5","F","50","F","58.3"
"965","1012_TSI_DIS_XX","N","53.67","D","60.57","D","52.83"
"966","1012_WSI_NEU_XX","N","52.2","N","63.88","N","47.2"
"967","1012_WSI_HAP_XX","N","43.25","H","72.9","H","66.89"
"968","1012_WSI_SAD_XX","N","58","S","87","S","56.89"
"969","1012_WSI_ANG_XX","A","54.9","N","64","A","50.73"
"970","1012_WSI_FEA_XX","S","58","F","62.14","F","57.88"
"971","1012_WSI_DIS_XX","D","61.2","D","74.8","D","59.88"
"972","1013_IEO_NEU_XX","N","79.11","N","63.12","N","84.56"
"973","1013_IEO_HAP_LO","N","73.88","H","66.25","H","61.11"
"974","1013_IEO_HAP_MD","D:H:N","33.67:55.33:79.67","H","84.89","H","65.44"
"975","1013_IEO_HAP_HI","F","62","H","74.78","H","90.2"
"976","1013_IEO_SAD_LO","N","47.5","N","75.83","N:S","77.25:55.75"
"977","1013_IEO_SAD_MD","S","67.75","N","55.17","S","51.83"
"978","1013_IEO_SAD_HI","S","64.4","N","64.14","N","85.5"
"979","1013_IEO_ANG_LO","A","59","N","64.43","A","49.43"
"980","1013_IEO_ANG_MD","A","60.8","A:D","47.25:65.75","A","55.11"
"981","1013_IEO_ANG_HI","A","85.5","A","84.17","A","83.3"
"982","1013_IEO_FEA_LO","N","37.2","N","78.17","N","78.57"
"983","1013_IEO_FEA_MD","N","73.14","N","77.44","N","73.75"
"984","1013_IEO_FEA_HI","F","63.83","F","58.71","F","60.75"
"985","1013_IEO_DIS_LO","N","65","S","67.2","D","59"
"986","1013_IEO_DIS_MD","N","76","S","69.8","S","32.25"
"987","1013_IEO_DIS_HI","S","63.6","N","72.25","S","31"
"988","1013_TIE_NEU_XX","N","71.43","N","80.33","N","86.38"
"989","1013_TIE_HAP_XX","N","70.6","H","81.11","H","71.5"
"990","1013_TIE_SAD_XX","N","40.6","N","65.6","N","97.4"
"991","1013_TIE_ANG_XX","A","90.67","A","81.78","A","71.7"
"992","1013_TIE_FEA_XX","F","72.67","F","60.57","F","46.89"
"993","1013_TIE_DIS_XX","D","59.83","F:S","69.00:43.25","D","41"
"994","1013_IOM_NEU_XX","N","75.6","N","60.62","N","78.78"
"995","1013_IOM_HAP_XX","H","78.4","H","79.75","H","82"
"996","1013_IOM_SAD_XX","N","61.8","S","53","S","68.2"
"997","1013_IOM_ANG_XX","A","77.78","A","71.55","A","78.4"
"998","1013_IOM_FEA_XX","F:N","75.25:62.50","F","66.71","F","57.67"
"999","1013_IOM_DIS_XX","N","84.2","D","80.11","D","67.7"
"1000","1013_IWW_NEU_XX","N","41.17","N","78.14","N","74.38"
"1001","1013_IWW_HAP_XX","N","65","H","90.38","H","73"
"1002","1013_IWW_SAD_XX","F","30.6","F:S","52.2:72.8","F","53.71"
"1003","1013_IWW_ANG_XX","A","76.4","A","76","A","75.78"
"1004","1013_IWW_FEA_XX","F:S","45.00:55.25","F","61.33","F","66.3"
"1005","1013_IWW_DIS_XX","D","55.4","D","67.78","D","65.5"
"1006","1013_TAI_NEU_XX","N","77.33","N","72.83","N","70.56"
"1007","1013_TAI_HAP_XX","H","66","H","79.5","H","78.3"
"1008","1013_TAI_SAD_XX","N","78.4","S","58.25","N","54"
"1009","1013_TAI_ANG_XX","A","87","A","72.11","A","91.67"
"1010","1013_TAI_FEA_XX","F","38.6","F","63.62","F","46.17"
"1011","1013_TAI_DIS_XX","D","55.8","S","62","D:S","73.75:75.25"
"1012","1013_MTI_NEU_XX","N","59.14","N","60.62","N","66.5"
"1013","1013_MTI_HAP_XX","A","44.33","H","88.43","H","74.7"
"1014","1013_MTI_SAD_XX","N","70.67","N","75.8","S","70.4"
"1015","1013_MTI_ANG_XX","A","80.14","A","77.67","A","74.89"
"1016","1013_MTI_FEA_XX","S","59.4","F:N","67.2:73.6","F","74.67"
"1017","1013_MTI_DIS_XX","N","69.4","D","76","D:F","67.75:49.75"
"1018","1013_IWL_NEU_XX","N","72.88","N","80","N","84.5"
"1019","1013_IWL_HAP_XX","H","45.75","H","88.33","H","78.5"
"1020","1013_IWL_SAD_XX","N","63.86","S","58.43","D","58"
"1021","1013_IWL_ANG_XX","A","80.27","A","82.9","A","82.5"
"1022","1013_IWL_FEA_XX","N","66.8","F","66.33","F","48.62"
"1023","1013_IWL_DIS_XX","D","44.2","D","79.75","D","63.57"
"1024","1013_ITH_NEU_XX","N","70.27","N","72.5","N","82.56"
"1025","1013_ITH_HAP_XX","A:H","47.33:54.33","H","82.91","H","79.2"
"1026","1013_ITH_SAD_XX","S","56.56","F","73.67","S","56"
"1027","1013_ITH_ANG_XX","A","83.75","A","79.4","A","87"
"1028","1013_ITH_FEA_XX","F","59.2","F","50.71","F","68.57"
"1029","1013_ITH_DIS_XX","D","75.4","D","73.33","D","82.12"
"1030","1013_DFA_NEU_XX","N","78.11","N","61.78","N","64.1"
"1031","1013_DFA_HAP_XX","H","70.38","H","78.3","H","74.9"
"1032","1013_DFA_SAD_XX","N","67.17","N","74.33","N","62.17"
"1033","1013_DFA_ANG_XX","A","81.1","A","76.09","A","90.6"
"1034","1013_DFA_FEA_XX","N","74.67","F:N","62:64","F","57"
"1035","1013_DFA_DIS_XX","D","69","D","53.11","D","68.38"
"1036","1013_ITS_NEU_XX","N","68.22","N","71.44","N","72.43"
"1037","1013_ITS_HAP_XX","H","52.6","H","79.55","H","82.8"
"1038","1013_ITS_SAD_XX","N:S","46.67:56.33","F","50.5","F:S","73.00:71.33"
"1039","1013_ITS_ANG_XX","A","47.67","A","72.6","A","82"
"1040","1013_ITS_FEA_XX","N","72","F","57.5","F","48"
"1041","1013_ITS_DIS_XX","D","32","D","76.33","D","59.62"
"1042","1013_TSI_NEU_XX","N","72","N","85.83","N","82.29"
"1043","1013_TSI_HAP_XX","A","49.75","H","71.78","H","67.88"
"1044","1013_TSI_SAD_XX","F","23","D:S","56.4:63.0","D","67.4"
"1045","1013_TSI_ANG_XX","A","71.25","A","64.1","A","77.38"
"1046","1013_TSI_FEA_XX","F","56","F","65.1","F","71.67"
"1047","1013_TSI_DIS_XX","N","57.67","D","70.67","D","68"
"1048","1013_WSI_NEU_XX","A","39.75","N","72","N","72"
"1049","1013_WSI_HAP_XX","S","57","H","73.56","H","81.71"
"1050","1013_WSI_SAD_XX","D","58.67","D","67.29","D","57"
"1051","1013_WSI_ANG_XX","A","82.44","A","77.36","A","92.89"
"1052","1013_WSI_FEA_XX","N","62.43","F:N","43.0:74.5","F","49"
"1053","1013_WSI_DIS_XX","D","61","D","55","D","81.83"
"1054","1014_IEO_NEU_XX","N","69","N","79.9","N","80.5"
"1055","1014_IEO_HAP_LO","N","73.4","H","68.4","H","57"
"1056","1014_IEO_HAP_MD","N","65.43","H","82.12","H","74.4"
"1057","1014_IEO_HAP_HI","H","68","H","74.22","H","86.56"
"1058","1014_IEO_SAD_LO","N","59.29","N","69.56","N","57.67"
"1059","1014_IEO_SAD_MD","N","68.57","N","66.38","N","49.9"
"1060","1014_IEO_SAD_HI","N","53","N","57","N","61.43"
"1061","1014_IEO_ANG_LO","D","66","N","61.29","D","49.5"
"1062","1014_IEO_ANG_MD","A","62.83","A:N","41:61","A","47.17"
"1063","1014_IEO_ANG_HI","A","86.25","A","70.5","A","81.45"
"1064","1014_IEO_FEA_LO","N","51.2","N","78.88","N","81.17"
"1065","1014_IEO_FEA_MD","N","61.38","S","48.6","S","40"
"1066","1014_IEO_FEA_HI","F","70.11","A","68.11","F","67.3"
"1067","1014_IEO_DIS_LO","N","54.6","D","70.29","D","42.67"
"1068","1014_IEO_DIS_MD","D","55","D","68.22","D","63.86"
"1069","1014_IEO_DIS_HI","A","52.6","D","67","D","66"
"1070","1014_TIE_NEU_XX","N","77","N","78.88","N","82.62"
"1071","1014_TIE_HAP_XX","A","59","H","75.5","H","61.4"
"1072","1014_TIE_SAD_XX","N","30.6","H:N:S","54.5:74.5:75.5","S","63.12"
"1073","1014_TIE_ANG_XX","A","69.29","A","78.67","A","74.64"
"1074","1014_TIE_FEA_XX","F","35.75","F:S","44:64","F","58"
"1075","1014_TIE_DIS_XX","A","58.25","S","73","N","66.17"
"1076","1014_IOM_NEU_XX","N","59.1","N","78.12","N","79.8"
"1077","1014_IOM_HAP_XX","N","71.2","H","71.33","H","74.8"
"1078","1014_IOM_SAD_XX","N","27","N","80.22","S","68"
"1079","1014_IOM_ANG_XX","A","56.43","A:D","21.00:56.33","A","53.5"
"1080","1014_IOM_FEA_XX","F","29","N","56.25","F","79"
"1081","1014_IOM_DIS_XX","N","71.33","D","65.2","D","62"
"1082","1014_IWW_NEU_XX","N","60.2","N","68.62","N","92"
"1083","1014_IWW_HAP_XX","D:N","44.67:68.00","H","75.22","H","72.17"
"1084","1014_IWW_SAD_XX","F","51.5","N","65.67","D:F:N","62:62:77"
"1085","1014_IWW_ANG_XX","A","68.71","A","61.14","A","70.71"
"1086","1014_IWW_FEA_XX","F","52.8","N","65.86","F","56.25"
"1087","1014_IWW_DIS_XX","A","51.5","D","65.6","D","59.86"
"1088","1014_TAI_NEU_XX","N","75.29","N","73.78","N","71.38"
"1089","1014_TAI_HAP_XX","N","54","H","74.9","H","61.2"
"1090","1014_TAI_SAD_XX","S","54.67","N","64.86","S","50.43"
"1091","1014_TAI_ANG_XX","A","66","A","57.43","A","62.25"
"1092","1014_TAI_FEA_XX","N","48.5","N","58.67","F","56"
"1093","1014_TAI_DIS_XX","D","44.67","D","55.62","D","72"
"1094","1014_MTI_NEU_XX","N","64.78","N","70.57","N","88.6"
"1095","1014_MTI_HAP_XX","N","95","H","77.7","H","69.29"
"1096","1014_MTI_SAD_XX","N","49.75","N","72.22","N","70.89"
"1097","1014_MTI_ANG_XX","N","58.5","D","62.4","A","66"
"1098","1014_MTI_FEA_XX","N","68.17","N","58.7","S","62"
"1099","1014_MTI_DIS_XX","S","64.75","D","60.33","D","67.86"
"1100","1014_IWL_NEU_XX","N","73.2","N","49.88","N","85.75"
"1101","1014_IWL_HAP_XX","N","88","H","59.44","H","79.7"
"1102","1014_IWL_SAD_XX","N:S","44.75:51.75","N","65.22","S","61.4"
"1103","1014_IWL_ANG_XX","A","66.43","A","52","A","77.89"
"1104","1014_IWL_FEA_XX","N","51.8","N","67.83","N","87"
"1105","1014_IWL_DIS_XX","A:D","44:39","D","66.4","D","66.71"
"1106","1014_ITH_NEU_XX","N","47.2","N","68.14","N","82.89"
"1107","1014_ITH_HAP_XX","N","51.14","H","74.36","H","66.4"
"1108","1014_ITH_SAD_XX","N","56.6","N","58.83","N","65.78"
"1109","1014_ITH_ANG_XX","D:F:N","50.0:30.0:38.5","D","55","F","53.5"
"1110","1014_ITH_FEA_XX","F","55.14","F","49.75","F","52.11"
"1111","1014_ITH_DIS_XX","F","41.2","D","70.44","D","73.5"
"1112","1014_DFA_NEU_XX","N","64.5","N","68.86","N","56.62"
"1113","1014_DFA_HAP_XX","H:N","64.00:73.25","H","75.56","H","53.5"
"1114","1014_DFA_SAD_XX","N","53.33","N","71.9","D:N","26.00:37.25"
"1115","1014_DFA_ANG_XX","A","67.25","A","52.86","A","70.88"
"1116","1014_DFA_FEA_XX","N","71.33","F","52","F","52.33"
"1117","1014_DFA_DIS_XX","N","55.14","D","56.6","A:D:N","77.33:77.00:67.00"
"1118","1014_ITS_NEU_XX","N","73.17","N","60.88","N","70.89"
"1119","1014_ITS_HAP_XX","H:N","51:70","H","74.7","H","71"
"1120","1014_ITS_SAD_XX","F","58.2","N","60","F:N:S","29.33:73.00:59.67"
"1121","1014_ITS_ANG_XX","A","33","D","58.33","A","65.71"
"1122","1014_ITS_FEA_XX","N","56.11","F","34.2","F","54.22"
"1123","1014_ITS_DIS_XX","N","48","D","79.71","D","68.29"
"1124","1014_TSI_NEU_XX","N","59.57","H:N","59.25:60.25","N","64.67"
"1125","1014_TSI_HAP_XX","F","45.33","H","75.67","H","68.86"
"1126","1014_TSI_SAD_XX","N","59","N","65.8","N","60.12"
"1127","1014_TSI_ANG_XX","A","60.71","A","60","A","57"
"1128","1014_TSI_FEA_XX","N","71","N","49.5","N","67.5"
"1129","1014_TSI_DIS_XX","F:N","31.33:10.67","D","58.22","D","52.5"
"1130","1014_WSI_NEU_XX","A","47","N","75.56","A:N","36.25:61.50"
"1131","1014_WSI_HAP_XX","A","49.6","H","62.88","H","68.6"
"1132","1014_WSI_SAD_XX","N","44","N","79.2","S","50.5"
"1133","1014_WSI_ANG_XX","A","68.56","A","39","A","69.9"
"1134","1014_WSI_FEA_XX","A","51.43","F","44.57","F","55.5"
"1135","1014_WSI_DIS_XX","N","69","A","67.14","D","58.5"
"1136","1015_IEO_NEU_XX","N","61.36","H","45.67","N","60.88"
"1137","1015_IEO_HAP_LO","N","63.4","H","56.5","H","60.22"
"1138","1015_IEO_HAP_MD","N","69.17","H","67.25","H","47.83"
"1139","1015_IEO_HAP_HI","N","47","H","70","H","64.78"
"1140","1015_IEO_SAD_LO","N","68.71","N","52.4","N","68"
"1141","1015_IEO_SAD_MD","N","80.4","S","51.2","S","59.17"
"1142","1015_IEO_SAD_HI","N","74.67","N","65.4","N","58.4"
"1143","1015_IEO_ANG_LO","A","19.6","A","46","A:D","34.5:61.5"
"1144","1015_IEO_ANG_MD","A:D","57.0:52.6","A","73.44","A","79.78"
"1145","1015_IEO_ANG_HI","A","79.89","A","87.88","A","62.33"
"1146","1015_IEO_FEA_LO","N","61.67","N","67.88","N","64.5"
"1147","1015_IEO_FEA_MD","F:N","41:57","F","47.83","F","53"
"1148","1015_IEO_FEA_HI","F","70","A","77","F","66"
"1149","1015_IEO_DIS_LO","D:S","53.67:57.33","D","64.6","D","50.25"
"1150","1015_IEO_DIS_MD","N","65.5","S","55.2","D:F","47.00:49.75"
"1151","1015_IEO_DIS_HI","N","65.11","N","69.75","D","41.6"
"1152","1015_TIE_NEU_XX","N","68","N","72.25","N","69.57"
"1153","1015_TIE_HAP_XX","N","79.75","H","76","H","69.78"
"1154","1015_TIE_SAD_XX","N","64.14","N","70.17","N","72.83"
"1155","1015_TIE_ANG_XX","A","51","A","66.89","A","72.12"
"1156","1015_TIE_FEA_XX","F","55.2","D","62.5","F","60.6"
"1157","1015_TIE_DIS_XX","N","41.88","D","38","N","66"
"1158","1015_IOM_NEU_XX","N","64.8","H","52.57","N","80.33"
"1159","1015_IOM_HAP_XX","H","68.75","H","74.25","H","61.75"
"1160","1015_IOM_SAD_XX","N","50.8","N","58.17","S","45.2"
"1161","1015_IOM_ANG_XX","A:D","47.00:53.25","A","57.11","A","64.86"
"1162","1015_IOM_FEA_XX","N","47.2","N","83.75","N","62"
"1163","1015_IOM_DIS_XX","S","61","N","57","D","27"
"1164","1015_IWW_NEU_XX","N","68.83","N","68","N","58.43"
"1165","1015_IWW_HAP_XX","H","42.67","H","69.56","H","59.56"
"1166","1015_IWW_SAD_XX","F","33.5","H","27","F:S","48:47"
"1167","1015_IWW_ANG_XX","F","41","N","55.25","A:N","47.00:79.67"
"1168","1015_IWW_FEA_XX","F","68.4","N","78","F","42.88"
"1169","1015_IWW_DIS_XX","N","60","D","57.25","F","59.8"
"1170","1015_TAI_NEU_XX","N","80.67","H","43.57","N","81.8"
"1171","1015_TAI_HAP_XX","H","62","H","75.2","H","71.71"
"1172","1015_TAI_SAD_XX","N","69.86","N","65","N","76.67"
"1173","1015_TAI_ANG_XX","A","53","A","71.4","A","79.67"
"1174","1015_TAI_FEA_XX","F","38.86","S","72.56","F:S","63.6:70.2"
"1175","1015_TAI_DIS_XX","F","30.33","D:S","75.8:62.4","D","65"
"1176","1015_MTI_NEU_XX","N","75.43","N","71","N","83"
"1177","1015_MTI_HAP_XX","N","51.8","N","65.6","H","42.25"
"1178","1015_MTI_SAD_XX","N","59.4","N","81.2","N","60"
"1179","1015_MTI_ANG_XX","A:D","35.33:43.67","A:D","70.50:77.75","A","52.33"
"1180","1015_MTI_FEA_XX","N","57.5","F","80.33","F","61.57"
"1181","1015_MTI_DIS_XX","A","58.67","S","61","S","57.4"
"1182","1015_IWL_NEU_XX","N","62.56","N","61.75","N","82.89"
"1183","1015_IWL_HAP_XX","N","55.67","H","62.9","H","52"
"1184","1015_IWL_SAD_XX","N","50.33","D","56.25","S","59"
"1185","1015_IWL_ANG_XX","A","57","A","54.56","A","59.88"
"1186","1015_IWL_FEA_XX","F","35","F","56.57","F","64.22"
"1187","1015_IWL_DIS_XX","N","62.71","H","58.5","D","38.71"
"1188","1015_ITH_NEU_XX","N","68.1","N","53.83","N","76.14"
"1189","1015_ITH_HAP_XX","N","82.67","H","48.8","H","45.12"
"1190","1015_ITH_SAD_XX","N:S","36.5:44.0","S","47","F","36.8"
"1191","1015_ITH_ANG_XX","F:N","62.50:51.25","A","71.5","A","66.75"
"1192","1015_ITH_FEA_XX","N","72.5","F","54.57","F","59.44"
"1193","1015_ITH_DIS_XX","S","42","S","56.5","S","54.25"
"1194","1015_DFA_NEU_XX","N","49.6","N","65.88","N","74"
"1195","1015_DFA_HAP_XX","H","75.5","H","58.22","H","79.4"
"1196","1015_DFA_SAD_XX","N","64.57","S","34.4","N","67.25"
"1197","1015_DFA_ANG_XX","A","43.71","A","68.56","A","48"
"1198","1015_DFA_FEA_XX","A:F","34.5:46.5","A","63.33","F","58.33"
"1199","1015_DFA_DIS_XX","D","42","S","40.67","D","38.86"
"1200","1015_ITS_NEU_XX","N","61.71","H","40.2","N","72.2"
"1201","1015_ITS_HAP_XX","F:H:N","37.00:66.33:54.00","H","54.8","H","53.78"
"1202","1015_ITS_SAD_XX","N","64.6","N:S","39.50:42.75","S","62"
"1203","1015_ITS_ANG_XX","A","31.6","A","57","A","56"
"1204","1015_ITS_FEA_XX","N","64.67","F","58.67","N","82.5"
"1205","1015_ITS_DIS_XX","N","42","D","47.12","D","48.88"
"1206","1015_TSI_NEU_XX","N","59","H","59.11","H","49.38"
"1207","1015_TSI_HAP_XX","F","63.5","H","70.7","H","84.82"
"1208","1015_TSI_SAD_XX","F","30.75","N","37.4","N","79.75"
"1209","1015_TSI_ANG_XX","A","64.86","A","74.75","A","70"
"1210","1015_TSI_FEA_XX","F","49","A","68.75","F","56.8"
"1211","1015_TSI_DIS_XX","N","60.14","D","71.12","D","54.38"
"1212","1015_WSI_NEU_XX","N","77.29","H:N","32.8:65.0","N","72.57"
"1213","1015_WSI_HAP_XX","N","75.67","H","44.67","H","46"
"1214","1015_WSI_SAD_XX","N","72.88","S","52","D","41.6"
"1215","1015_WSI_ANG_XX","A","48.56","A","56.2","A","68.38"
"1216","1015_WSI_FEA_XX","F:N","53.67:41.67","F","61","F","64.22"
"1217","1015_WSI_DIS_XX","N","49.83","N","80.67","N","76.71"
"1218","1016_IEO_NEU_XX","N","85","N","84","N","65.27"
"1219","1016_IEO_HAP_LO","H","31.83","H","62.12","H","71.56"
"1220","1016_IEO_HAP_MD","N","47.4","H","67","H","45.43"
"1221","1016_IEO_HAP_HI","N","58","H","67.89","H","69.11"
"1222","1016_IEO_SAD_LO","N","86","S","50.2","N","79.62"
"1223","1016_IEO_SAD_MD","N","45.8","N","72.17","N","79.4"
"1224","1016_IEO_SAD_HI","N","75.14","N","75.2","N:S","88.50:29.75"
"1225","1016_IEO_ANG_LO","N","71.67","N","73.75","A:D:N","50.33:64.67:65.67"
"1226","1016_IEO_ANG_MD","A","32","N:S","62:34","N","82"
"1227","1016_IEO_ANG_HI","A","82.57","A","62","A","84.89"
"1228","1016_IEO_FEA_LO","N","38.67","N","65.88","N","84"
"1229","1016_IEO_FEA_MD","N","52.5","N","66.17","N","68.17"
"1230","1016_IEO_FEA_HI","F","68.14","F","75.4","F","61.3"
"1231","1016_IEO_DIS_LO","D","34","D","67.29","D","60.33"
"1232","1016_IEO_DIS_MD","D","76.75","D","87","D","72"
"1233","1016_IEO_DIS_HI","D","53.71","D","68.5","D","59.9"
"1234","1016_TIE_NEU_XX","N","80","N","74","N","67.62"
"1235","1016_TIE_HAP_XX","H:N","41:77","H","76.22","H","55.5"
"1236","1016_TIE_SAD_XX","N","53.2","D","49.33","N","67.12"
"1237","1016_TIE_ANG_XX","A","75.2","A","73.75","A","68.17"
"1238","1016_TIE_FEA_XX","A","62.6","N","85.33","F","52.86"
"1239","1016_TIE_DIS_XX","A:D","61:57","A","73.6","D","83.9"
"1240","1016_IOM_NEU_XX","N","67.22","N","77.71","N","73.56"
"1241","1016_IOM_HAP_XX","N","52","H","69.88","H","61.5"
"1242","1016_IOM_SAD_XX","N","63.5","N","42","N","91"
"1243","1016_IOM_ANG_XX","N","62.57","N","64.6","N","73"
"1244","1016_IOM_FEA_XX","N","65.33","F","43","F","45.5"
"1245","1016_IOM_DIS_XX","N","38","D","64.75","D","53.71"
"1246","1016_IWW_NEU_XX","N","43.83","N","72","N","74.2"
"1247","1016_IWW_HAP_XX","N","73","H","63.4","H","56.14"
"1248","1016_IWW_SAD_XX","N","69.4","S","69.83","F","66.56"
"1249","1016_IWW_ANG_XX","A","72.25","A:D","38.33:60.00","A","55"
"1250","1016_IWW_FEA_XX","F:N","38.4:76.0","D","59.5","F","49.38"
"1251","1016_IWW_DIS_XX","N","39.33","D","77.33","D","77.8"
"1252","1016_TAI_NEU_XX","N","41.88","N","72.62","N","75.38"
"1253","1016_TAI_HAP_XX","H","38.4","H","70.7","H","62.1"
"1254","1016_TAI_SAD_XX","D","63.5","S","56.6","S","49.6"
"1255","1016_TAI_ANG_XX","F","40.33","A:D","85.33:65.33","A","65.4"
"1256","1016_TAI_FEA_XX","F","60.75","F","53.75","F","59.86"
"1257","1016_TAI_DIS_XX","D","54.75","D","72.12","D","71.43"
"1258","1016_MTI_NEU_XX","N","72.86","N","68.78","N","79.5"
"1259","1016_MTI_HAP_XX","N","78.67","H","63.5","H","46.25"
"1260","1016_MTI_SAD_XX","N","57","S","69.29","F","59.5"
"1261","1016_MTI_ANG_XX","A","73.4","D","51","A","55.5"
"1262","1016_MTI_FEA_XX","F","38.5","D","64.25","A:D","53.5:70.5"
"1263","1016_MTI_DIS_XX","H","61.4","D","84.12","D","80.14"
"1264","1016_IWL_NEU_XX","N","57.75","N","64.38","N","81.38"
"1265","1016_IWL_HAP_XX","N","61.14","H","68.75","H","51.33"
"1266","1016_IWL_SAD_XX","S","47.86","S","75","S","74.25"
"1267","1016_IWL_ANG_XX","A","65.56","A","84","A","80.67"
"1268","1016_IWL_FEA_XX","A","51","F","76.2","F","58.25"
"1269","1016_IWL_DIS_XX","D:H","46.25:45.25","D","81.4","D","58.29"
"1270","1016_ITH_NEU_XX","N","72.88","N","72.57","N","72.4"
"1271","1016_ITH_HAP_XX","H:N","60.6:74.6","H","63.8","H","67.11"
"1272","1016_ITH_SAD_XX","S","63.25","S","79.17","S","79.44"
"1273","1016_ITH_ANG_XX","A","79.11","S","72","A","77.86"
"1274","1016_ITH_FEA_XX","F","62.29","F","61","F","57.1"
"1275","1016_ITH_DIS_XX","N","63","D","89","D","78.9"
"1276","1016_DFA_NEU_XX","N","62.29","D:N","70.5:66.5","N","73.43"
"1277","1016_DFA_HAP_XX","N","74.8","H","79","H","69.56"
"1278","1016_DFA_SAD_XX","S","53","S","59.57","S","73.2"
"1279","1016_DFA_ANG_XX","A","75.44","A","66.62","A","77.11"
"1280","1016_DFA_FEA_XX","F:N","50.67:71.33","F","36.25","F","53.67"
"1281","1016_DFA_DIS_XX","A","54.5","D","85.6","D","62.33"
"1282","1016_ITS_NEU_XX","N","61.44","N","70.6","N","79.11"
"1283","1016_ITS_HAP_XX","H","49.62","H","62.22","H","77.9"
"1284","1016_ITS_SAD_XX","N","66.33","S","57.33","D:N","54.33:65.67"
"1285","1016_ITS_ANG_XX","A","69.83","A:N","59.33:60.00","A","72.38"
"1286","1016_ITS_FEA_XX","N","81.75","D","57","F","65.5"
"1287","1016_ITS_DIS_XX","D","62.4","D","70.55","D","73.89"
