"Stimulus_Number","Filename"
777,"1010_IWL_DIS_XX"
778,"1010_ITH_NEU_XX"
779,"1010_ITH_HAP_XX"
780,"1010_ITH_SAD_XX"
781,"1010_ITH_ANG_XX"
782,"1010_ITH_FEA_XX"
783,"1010_ITH_DIS_XX"
784,"1010_DFA_NEU_XX"
785,"1010_DFA_HAP_XX"
786,"1010_DFA_SAD_XX"
787,"1010_DFA_ANG_XX"
788,"1010_DFA_FEA_XX"
789,"1010_DFA_DIS_XX"
790,"1010_ITS_NEU_XX"
791,"1010_ITS_HAP_XX"
792,"1010_ITS_SAD_XX"
793,"1010_ITS_ANG_XX"
794,"1010_ITS_FEA_XX"
795,"1010_ITS_DIS_XX"
796,"1010_TSI_NEU_XX"
797,"1010_TSI_HAP_XX"
798,"1010_TSI_SAD_XX"
799,"1010_TSI_ANG_XX"
800,"1010_TSI_FEA_XX"
801,"1010_TSI_DIS_XX"
802,"1010_WSI_NEU_XX"
803,"1010_WSI_HAP_XX"
804,"1010_WSI_SAD_XX"
805,"1010_WSI_ANG_XX"
806,"1010_WSI_FEA_XX"
807,"1010_WSI_DIS_XX"
808,"1011_IEO_NEU_XX"
809,"1011_IEO_HAP_LO"
810,"1011_IEO_HAP_MD"
811,"1011_IEO_HAP_HI"
812,"1011_IEO_SAD_LO"
813,"1011_IEO_SAD_MD"
814,"1011_IEO_SAD_HI"
815,"1011_IEO_ANG_LO"
816,"1011_IEO_ANG_MD"
817,"1011_IEO_ANG_HI"
818,"1011_IEO_FEA_LO"
819,"1011_IEO_FEA_MD"
820,"1011_IEO_FEA_HI"
821,"1011_IEO_DIS_LO"
822,"1011_IEO_DIS_MD"
823,"1011_IEO_DIS_HI"
824,"1011_TIE_NEU_XX"
825,"1011_TIE_HAP_XX"
826,"1011_TIE_SAD_XX"
827,"1011_TIE_ANG_XX"
828,"1011_TIE_FEA_XX"
829,"1011_TIE_DIS_XX"
830,"1011_IOM_NEU_XX"
831,"1011_IOM_HAP_XX"
832,"1011_IOM_SAD_XX"
833,"1011_IOM_ANG_XX"
834,"1011_IOM_FEA_XX"
835,"1011_IOM_DIS_XX"
836,"1011_IWW_NEU_XX"
837,"1011_IWW_HAP_XX"
838,"1011_IWW_SAD_XX"
839,"1011_IWW_ANG_XX"
840,"1011_IWW_FEA_XX"
841,"1011_IWW_DIS_XX"
842,"1011_TAI_NEU_XX"
843,"1011_TAI_HAP_XX"
844,"1011_TAI_SAD_XX"
845,"1011_TAI_ANG_XX"
846,"1011_TAI_FEA_XX"
847,"1011_TAI_DIS_XX"
848,"1011_MTI_NEU_XX"
849,"1011_MTI_HAP_XX"
850,"1011_MTI_SAD_XX"
851,"1011_MTI_ANG_XX"
852,"1011_MTI_FEA_XX"
853,"1011_MTI_DIS_XX"
854,"1011_IWL_NEU_XX"
855,"1011_IWL_HAP_XX"
856,"1011_IWL_SAD_XX"
857,"1011_IWL_ANG_XX"
858,"1011_IWL_FEA_XX"
859,"1011_IWL_DIS_XX"
860,"1011_ITH_NEU_XX"
861,"1011_ITH_HAP_XX"
862,"1011_ITH_SAD_XX"
863,"1011_ITH_ANG_XX"
864,"1011_ITH_FEA_XX"
865,"1011_ITH_DIS_XX"
866,"1011_DFA_NEU_XX"
867,"1011_DFA_HAP_XX"
868,"1011_DFA_SAD_XX"
869,"1011_DFA_ANG_XX"
870,"1011_DFA_FEA_XX"
871,"1011_DFA_DIS_XX"
872,"1011_ITS_NEU_XX"
873,"1011_ITS_HAP_XX"
874,"1011_ITS_SAD_XX"
875,"1011_ITS_ANG_XX"
876,"1011_ITS_FEA_XX"
877,"1011_ITS_DIS_XX"
878,"1011_TSI_NEU_XX"
879,"1011_TSI_HAP_XX"
880,"1011_TSI_SAD_XX"
881,"1011_TSI_ANG_XX"
882,"1011_TSI_FEA_XX"
883,"1011_TSI_DIS_XX"
884,"1011_WSI_NEU_XX"
885,"1011_WSI_HAP_XX"
886,"1011_WSI_SAD_XX"
887,"1011_WSI_ANG_XX"
888,"1011_WSI_FEA_XX"
889,"1011_WSI_DIS_XX"
890,"1012_IEO_NEU_XX"
891,"1012_IEO_HAP_LO"
892,"1012_IEO_HAP_MD"
893,"1012_IEO_HAP_HI"
894,"1012_IEO_SAD_LO"
895,"1012_IEO_SAD_MD"
896,"1012_IEO_SAD_HI"
897,"1012_IEO_ANG_LO"
898,"1012_IEO_ANG_MD"
899,"1012_IEO_ANG_HI"
900,"1012_IEO_FEA_LO"
901,"1012_IEO_FEA_MD"
902,"1012_IEO_FEA_HI"
903,"1012_IEO_DIS_LO"
904,"1012_IEO_DIS_MD"
905,"1012_IEO_DIS_HI"
906,"1012_TIE_NEU_XX"
907,"1012_TIE_HAP_XX"
908,"1012_TIE_SAD_XX"
909,"1012_TIE_ANG_XX"
910,"1012_TIE_FEA_XX"
911,"1012_TIE_DIS_XX"
912,"1012_IOM_NEU_XX"
913,"1012_IOM_HAP_XX"
914,"1012_IOM_SAD_XX"
915,"1012_IOM_ANG_XX"
916,"1012_IOM_FEA_XX"
917,"1012_IOM_DIS_XX"
918,"1012_IWW_NEU_XX"
919,"1012_IWW_HAP_XX"
920,"1012_IWW_SAD_XX"
921,"1012_IWW_ANG_XX"
922,"1012_IWW_FEA_XX"
923,"1012_IWW_DIS_XX"
924,"1012_TAI_NEU_XX"
925,"1012_TAI_HAP_XX"
926,"1012_TAI_SAD_XX"
927,"1012_TAI_ANG_XX"
928,"1012_TAI_FEA_XX"
929,"1012_TAI_DIS_XX"
930,"1012_MTI_NEU_XX"
931,"1012_MTI_HAP_XX"
932,"1012_MTI_SAD_XX"
933,"1012_MTI_ANG_XX"
934,"1012_MTI_FEA_XX"
935,"1012_MTI_DIS_XX"
936,"1012_IWL_NEU_XX"
937,"1012_IWL_HAP_XX"
938,"1012_IWL_SAD_XX"
939,"1012_IWL_ANG_XX"
940,"1012_IWL_FEA_XX"
941,"1012_IWL_DIS_XX"
942,"1012_ITH_NEU_XX"
943,"1012_ITH_HAP_XX"
944,"1012_ITH_SAD_XX"
945,"1012_ITH_ANG_XX"
946,"1012_ITH_FEA_XX"
947,"1012_ITH_DIS_XX"
948,"1012_DFA_NEU_XX"
949,"1012_DFA_HAP_XX"
950,"1012_DFA_SAD_XX"
951,"1012_DFA_ANG_XX"
952,"1012_DFA_FEA_XX"
953,"1012_DFA_DIS_XX"
954,"1012_ITS_NEU_XX"
955,"1012_ITS_HAP_XX"
956,"1012_ITS_SAD_XX"
957,"1012_ITS_ANG_XX"
958,"1012_ITS_FEA_XX"
959,"1012_ITS_DIS_XX"
960,"1012_TSI_NEU_XX"
961,"1012_TSI_HAP_XX"
962,"1012_TSI_SAD_XX"
963,"1012_TSI_ANG_XX"
964,"1012_TSI_FEA_XX"
965,"1012_TSI_DIS_XX"
966,"1012_WSI_NEU_XX"
967,"1012_WSI_HAP_XX"
968,"1012_WSI_SAD_XX"
969,"1012_WSI_ANG_XX"
970,"1012_WSI_FEA_XX"
971,"1012_WSI_DIS_XX"
972,"1013_IEO_NEU_XX"
973,"1013_IEO_HAP_LO"
974,"1013_IEO_HAP_MD"
975,"1013_IEO_HAP_HI"
976,"1013_IEO_SAD_LO"
977,"1013_IEO_SAD_MD"
978,"1013_IEO_SAD_HI"
979,"1013_IEO_ANG_LO"
980,"1013_IEO_ANG_MD"
981,"1013_IEO_ANG_HI"
982,"1013_IEO_FEA_LO"
983,"1013_IEO_FEA_MD"
984,"1013_IEO_FEA_HI"
985,"1013_IEO_DIS_LO"
986,"1013_IEO_DIS_MD"
987,"1013_IEO_DIS_HI"
988,"1013_TIE_NEU_XX"
989,"1013_TIE_HAP_XX"
990,"1013_TIE_SAD_XX"
991,"1013_TIE_ANG_XX"
992,"1013_TIE_FEA_XX"
993,"1013_TIE_DIS_XX"
994,"1013_IOM_NEU_XX"
995,"1013_IOM_HAP_XX"
996,"1013_IOM_SAD_XX"
997,"1013_IOM_ANG_XX"
998,"1013_IOM_FEA_XX"
999,"1013_IOM_DIS_XX"
1000,"1013_IWW_NEU_XX"
1001,"1013_IWW_HAP_XX"
1002,"1013_IWW_SAD_XX"
1003,"1013_IWW_ANG_XX"
1004,"1013_IWW_FEA_XX"
1005,"1013_IWW_DIS_XX"
1006,"1013_TAI_NEU_XX"
1007,"1013_TAI_HAP_XX"
1008,"1013_TAI_SAD_XX"
1009,"1013_TAI_ANG_XX"
1010,"1013_TAI_FEA_XX"
1011,"1013_TAI_DIS_XX"
1012,"1013_MTI_NEU_XX"
1013,"1013_MTI_HAP_XX"
1014,"1013_MTI_SAD_XX"
1015,"1013_MTI_ANG_XX"
1016,"1013_MTI_FEA_XX"
1017,"1013_MTI_DIS_XX"
1018,"1013_IWL_NEU_XX"
1019,"1013_IWL_HAP_XX"
1020,"1013_IWL_SAD_XX"
1021,"1013_IWL_ANG_XX"
1022,"1013_IWL_FEA_XX"
1023,"1013_IWL_DIS_XX"
1024,"1013_ITH_NEU_XX"
1025,"1013_ITH_HAP_XX"
1026,"1013_ITH_SAD_XX"
1027,"1013_ITH_ANG_XX"
1028,"1013_ITH_FEA_XX"
1029,"1013_ITH_DIS_XX"
1030,"1013_DFA_NEU_XX"
1031,"1013_DFA_HAP_XX"
1032,"1013_DFA_SAD_XX"
1033,"1013_DFA_ANG_XX"
1034,"1013_DFA_FEA_XX"
1035,"1013_DFA_DIS_XX"
1036,"1013_ITS_NEU_XX"
1037,"1013_ITS_HAP_XX"
1038,"1013_ITS_SAD_XX"
1039,"1013_ITS_ANG_XX"
1040,"1013_ITS_FEA_XX"
1041,"1013_ITS_DIS_XX"
1042,"1013_TSI_NEU_XX"
1043,"1013_TSI_HAP_XX"
1044,"1013_TSI_SAD_XX"
1045,"1013_TSI_ANG_XX"
1046,"1013_TSI_FEA_XX"
1047,"1013_TSI_DIS_XX"
1048,"1013_WSI_NEU_XX"
1049,"1013_WSI_HAP_XX"
1050,"1013_WSI_SAD_XX"
1051,"1013_WSI_ANG_XX"
1052,"1013_WSI_FEA_XX"
1053,"1013_WSI_DIS_XX"
1054,"1014_IEO_NEU_XX"
1055,"1014_IEO_HAP_LO"
1056,"1014_IEO_HAP_MD"
1057,"1014_IEO_HAP_HI"
1058,"1014_IEO_SAD_LO"
1059,"1014_IEO_SAD_MD"
1060,"1014_IEO_SAD_HI"
1061,"1014_IEO_ANG_LO"
1062,"1014_IEO_ANG_MD"
1063,"1014_IEO_ANG_HI"
1064,"1014_IEO_FEA_LO"
1065,"1014_IEO_FEA_MD"
1066,"1014_IEO_FEA_HI"
1067,"1014_IEO_DIS_LO"
1068,"1014_IEO_DIS_MD"
1069,"1014_IEO_DIS_HI"
1070,"1014_TIE_NEU_XX"
1071,"1014_TIE_HAP_XX"
1072,"1014_TIE_SAD_XX"
1073,"1014_TIE_ANG_XX"
1074,"1014_TIE_FEA_XX"
1075,"1014_TIE_DIS_XX"
1076,"1014_IOM_NEU_XX"
1077,"1014_IOM_HAP_XX"
1078,"1014_IOM_SAD_XX"
1079,"1014_IOM_ANG_XX"
1080,"1014_IOM_FEA_XX"
1081,"1014_IOM_DIS_XX"
1082,"1014_IWW_NEU_XX"
1083,"1014_IWW_HAP_XX"
1084,"1014_IWW_SAD_XX"
1085,"1014_IWW_ANG_XX"
1086,"1014_IWW_FEA_XX"
1087,"1014_IWW_DIS_XX"
1088,"1014_TAI_NEU_XX"
1089,"1014_TAI_HAP_XX"
1090,"1014_TAI_SAD_XX"
1091,"1014_TAI_ANG_XX"
1092,"1014_TAI_FEA_XX"
1093,"1014_TAI_DIS_XX"
1094,"1014_MTI_NEU_XX"
1095,"1014_MTI_HAP_XX"
1096,"1014_MTI_SAD_XX"
1097,"1014_MTI_ANG_XX"
1098,"1014_MTI_FEA_XX"
1099,"1014_MTI_DIS_XX"
1100,"1014_IWL_NEU_XX"
1101,"1014_IWL_HAP_XX"
1102,"1014_IWL_SAD_XX"
1103,"1014_IWL_ANG_XX"
1104,"1014_IWL_FEA_XX"
1105,"1014_IWL_DIS_XX"
1106,"1014_ITH_NEU_XX"
1107,"1014_ITH_HAP_XX"
1108,"1014_ITH_SAD_XX"
1109,"1014_ITH_ANG_XX"
1110,"1014_ITH_FEA_XX"
1111,"1014_ITH_DIS_XX"
1112,"1014_DFA_NEU_XX"
1113,"1014_DFA_HAP_XX"
1114,"1014_DFA_SAD_XX"
1115,"1014_DFA_ANG_XX"
1116,"1014_DFA_FEA_XX"
1117,"1014_DFA_DIS_XX"
1118,"1014_ITS_NEU_XX"
1119,"1014_ITS_HAP_XX"
1120,"1014_ITS_SAD_XX"
1121,"1014_ITS_ANG_XX"
1122,"1014_ITS_FEA_XX"
1123,"1014_ITS_DIS_XX"
1124,"1014_TSI_NEU_XX"
1125,"1014_TSI_HAP_XX"
1126,"1014_TSI_SAD_XX"
1127,"1014_TSI_ANG_XX"
1128,"1014_TSI_FEA_XX"
1129,"1014_TSI_DIS_XX"
1130,"1014_WSI_NEU_XX"
1131,"1014_WSI_HAP_XX"
1132,"1014_WSI_SAD_XX"
1133,"1014_WSI_ANG_XX"
1134,"1014_WSI_FEA_XX"
1135,"1014_WSI_DIS_XX"
1136,"1015_IEO_NEU_XX"
1137,"1015_IEO_HAP_LO"
1138,"1015_IEO_HAP_MD"
1139,"1015_IEO_HAP_HI"
1140,"1015_IEO_SAD_LO"
1141,"1015_IEO_SAD_MD"
1142,"1015_IEO_SAD_HI"
1143,"1015_IEO_ANG_LO"
1144,"1015_IEO_ANG_MD"
1145,"1015_IEO_ANG_HI"
1146,"1015_IEO_FEA_LO"
1147,"1015_IEO_FEA_MD"
1148,"1015_IEO_FEA_HI"
1149,"1015_IEO_DIS_LO"
1150,"1015_IEO_DIS_MD"
1151,"1015_IEO_DIS_HI"
1152,"1015_TIE_NEU_XX"
1153,"1015_TIE_HAP_XX"
1154,"1015_TIE_SAD_XX"
1155,"1015_TIE_ANG_XX"
1156,"1015_TIE_FEA_XX"
1157,"1015_TIE_DIS_XX"
1158,"1015_IOM_NEU_XX"
1159,"1015_IOM_HAP_XX"
1160,"1015_IOM_SAD_XX"
1161,"1015_IOM_ANG_XX"
1162,"1015_IOM_FEA_XX"
1163,"1015_IOM_DIS_XX"
1164,"1015_IWW_NEU_XX"
1165,"1015_IWW_HAP_XX"
1166,"1015_IWW_SAD_XX"
1167,"1015_IWW_ANG_XX"
1168,"1015_IWW_FEA_XX"
1169,"1015_IWW_DIS_XX"
1170,"1015_TAI_NEU_XX"
1171,"1015_TAI_HAP_XX"
1172,"1015_TAI_SAD_XX"
1173,"1015_TAI_ANG_XX"
1174,"1015_TAI_FEA_XX"
1175,"1015_TAI_DIS_XX"
1176,"1015_MTI_NEU_XX"
1177,"1015_MTI_HAP_XX"
1178,"1015_MTI_SAD_XX"
1179,"1015_MTI_ANG_XX"
1180,"1015_MTI_FEA_XX"
1181,"1015_MTI_DIS_XX"
1182,"1015_IWL_NEU_XX"
1183,"1015_IWL_HAP_XX"
1184,"1015_IWL_SAD_XX"
1185,"1015_IWL_ANG_XX"
1186,"1015_IWL_FEA_XX"
1187,"1015_IWL_DIS_XX"
1188,"1015_ITH_NEU_XX"
1189,"1015_ITH_HAP_XX"
1190,"1015_ITH_SAD_XX"
1191,"1015_ITH_ANG_XX"
1192,"1015_ITH_FEA_XX"
1193,"1015_ITH_DIS_XX"
1194,"1015_DFA_NEU_XX"
1195,"1015_DFA_HAP_XX"
1196,"1015_DFA_SAD_XX"
1197,"1015_DFA_ANG_XX"
1198,"1015_DFA_FEA_XX"
1199,"1015_DFA_DIS_XX"
1200,"1015_ITS_NEU_XX"
1201,"1015_ITS_HAP_XX"
1202,"1015_ITS_SAD_XX"
1203,"1015_ITS_ANG_XX"
1204,"1015_ITS_FEA_XX"
1205,"1015_ITS_DIS_XX"
1206,"1015_TSI_NEU_XX"
1207,"1015_TSI_HAP_XX"
1208,"1015_TSI_SAD_XX"
1209,"1015_TSI_ANG_XX"
1210,"1015_TSI_FEA_XX"
1211,"1015_TSI_DIS_XX"
1212,"1015_WSI_NEU_XX"
1213,"1015_WSI_HAP_XX"
1214,"1015_WSI_SAD_XX"
1215,"1015_WSI_ANG_XX"
1216,"1015_WSI_FEA_XX"
1217,"1015_WSI_DIS_XX"
1218,"1016_IEO_NEU_XX"
1219,"1016_IEO_HAP_LO"
1220,"1016_IEO_HAP_MD"
1221,"1016_IEO_HAP_HI"
1222,"1016_IEO_SAD_LO"
1223,"1016_IEO_SAD_MD"
1224,"1016_IEO_SAD_HI"
1225,"1016_IEO_ANG_LO"
1226,"1016_IEO_ANG_MD"
1227,"1016_IEO_ANG_HI"
1228,"1016_IEO_FEA_LO"
1229,"1016_IEO_FEA_MD"
1230,"1016_IEO_FEA_HI"
1231,"1016_IEO_DIS_LO"
1232,"1016_IEO_DIS_MD"
1233,"1016_IEO_DIS_HI"
1234,"1016_TIE_NEU_XX"
1235,"1016_TIE_HAP_XX"
1236,"1016_TIE_SAD_XX"
1237,"1016_TIE_ANG_XX"
1238,"1016_TIE_FEA_XX"
1239,"1016_TIE_DIS_XX"
1240,"1016_IOM_NEU_XX"
1241,"1016_IOM_HAP_XX"
1242,"1016_IOM_SAD_XX"
1243,"1016_IOM_ANG_XX"
1244,"1016_IOM_FEA_XX"
1245,"1016_IOM_DIS_XX"
1246,"1016_IWW_NEU_XX"
1247,"1016_IWW_HAP_XX"
1248,"1016_IWW_SAD_XX"
1249,"1016_IWW_ANG_XX"
1250,"1016_IWW_FEA_XX"
1251,"1016_IWW_DIS_XX"
1252,"1016_TAI_NEU_XX"
1253,"1016_TAI_HAP_XX"
1254,"1016_TAI_SAD_XX"
1255,"1016_TAI_ANG_XX"
1256,"1016_TAI_FEA_XX"
1257,"1016_TAI_DIS_XX"
1258,"1016_MTI_NEU_XX"
1259,"1016_MTI_HAP_XX"
1260,"1016_MTI_SAD_XX"
1261,"1016_MTI_ANG_XX"
1262,"1016_MTI_FEA_XX"
1263,"1016_MTI_DIS_XX"
1264,"1016_IWL_NEU_XX"
1265,"1016_IWL_HAP_XX"
1266,"1016_IWL_SAD_XX"
1267,"1016_IWL_ANG_XX"
1268,"1016_IWL_FEA_XX"
1269,"1016_IWL_DIS_XX"
1270,"1016_ITH_NEU_XX"
1271,"1016_ITH_HAP_XX"
1272,"1016_ITH_SAD_XX"
1273,"1016_ITH_ANG_XX"
1274,"1016_ITH_FEA_XX"
1275,"1016_ITH_DIS_XX"
1276,"1016_DFA_NEU_XX"
1277,"1016_DFA_HAP_XX"
1278,"1016_DFA_SAD_XX"
1279,"1016_DFA_ANG_XX"
1280,"1016_DFA_FEA_XX"
1281,"1016_DFA_DIS_XX"
1282,"1016_ITS_NEU_XX"
1283,"1016_ITS_HAP_XX"
1284,"1016_ITS_SAD_XX"
1285,"1016_ITS_ANG_XX"
1286,"1016_ITS_FEA_XX"
1287,"1016_ITS_DIS_XX"
1288,"1016_TSI_NEU_XX"
1289,"1016_TSI_HAP_XX"
1290,"1016_TSI_SAD_XX"
1291,"1016_TSI_ANG_XX"
1292,"1016_TSI_FEA_XX"
1293,"1016_TSI_DIS_XX"
1294,"1016_WSI_NEU_XX"
1295,"1016_WSI_HAP_XX"
1296,"1016_WSI_SAD_XX"
1297,"1016_WSI_ANG_XX"
1298,"1016_WSI_FEA_XX"
1299,"1016_WSI_DIS_XX"
1300,"1017_IEO_NEU_XX"
1301,"1017_IEO_HAP_LO"
1302,"1017_IEO_HAP_MD"
1303,"1017_IEO_HAP_HI"
1304,"1017_IEO_SAD_LO"
1305,"1017_IEO_SAD_MD"
1306,"1017_IEO_SAD_HI"
1307,"1017_IEO_ANG_LO"
1308,"1017_IEO_ANG_MD"
1309,"1017_IEO_ANG_HI"
1310,"1017_IEO_FEA_LO"
1311,"1017_IEO_FEA_MD"
1312,"1017_IEO_FEA_HI"
1313,"1017_IEO_DIS_LO"
1314,"1017_IEO_DIS_MD"
1315,"1017_IEO_DIS_HI"
1316,"1017_TIE_NEU_XX"
1317,"1017_TIE_HAP_XX"
1318,"1017_TIE_SAD_XX"
1319,"1017_TIE_ANG_XX"
1320,"1017_TIE_FEA_XX"
1321,"1017_TIE_DIS_XX"
1322,"1017_IOM_NEU_XX"
1323,"1017_IOM_HAP_XX"
1324,"1017_IOM_SAD_XX"
1325,"1017_IOM_ANG_XX"
1326,"1017_IOM_FEA_XX"
1327,"1017_IOM_DIS_XX"
1328,"1017_IWW_NEU_XX"
1329,"1017_IWW_HAP_XX"
1330,"1017_IWW_SAD_XX"
1331,"1017_IWW_ANG_XX"
1332,"1017_IWW_FEA_XX"
1333,"1017_IWW_DIS_XX"
1334,"1017_TAI_NEU_XX"
1335,"1017_TAI_HAP_XX"
1336,"1017_TAI_SAD_XX"
1337,"1017_TAI_ANG_XX"
1338,"1017_TAI_FEA_XX"
1339,"1017_TAI_DIS_XX"
1340,"1017_MTI_NEU_XX"
1341,"1017_MTI_HAP_XX"
1342,"1017_MTI_SAD_XX"
1343,"1017_MTI_ANG_XX"
1344,"1017_MTI_FEA_XX"
1345,"1017_MTI_DIS_XX"
1346,"1017_IWL_NEU_XX"
1347,"1017_IWL_HAP_XX"
1348,"1017_IWL_SAD_XX"
1349,"1017_IWL_ANG_XX"
1350,"1017_IWL_FEA_XX"
1351,"1017_IWL_DIS_XX"
1352,"1017_ITH_NEU_XX"
1353,"1017_ITH_HAP_XX"
1354,"1017_ITH_SAD_XX"
1355,"1017_ITH_ANG_XX"
1356,"1017_ITH_FEA_XX"
1357,"1017_ITH_DIS_XX"
1358,"1017_DFA_NEU_XX"
1359,"1017_DFA_HAP_XX"
1360,"1017_DFA_SAD_XX"
1361,"1017_DFA_ANG_XX"
1362,"1017_DFA_FEA_XX"
1363,"1017_DFA_DIS_XX"
1364,"1017_ITS_NEU_XX"
1365,"1017_ITS_HAP_XX"
1366,"1017_ITS_SAD_XX"
1367,"1017_ITS_ANG_XX"
1368,"1017_ITS_FEA_XX"
1369,"1017_ITS_DIS_XX"
1370,"1017_TSI_NEU_XX"
1371,"1017_TSI_HAP_XX"
1372,"1017_TSI_SAD_XX"
1373,"1017_TSI_ANG_XX"
1374,"1017_TSI_FEA_XX"
1375,"1017_TSI_DIS_XX"
1376,"1017_WSI_NEU_XX"
1377,"1017_WSI_HAP_XX"
1378,"1017_WSI_SAD_XX"
1379,"1017_WSI_ANG_XX"
1380,"1017_WSI_FEA_XX"
1381,"1017_WSI_DIS_XX"
1382,"1018_IEO_NEU_XX"
1383,"1018_IEO_HAP_LO"
1384,"1018_IEO_HAP_MD"
1385,"1018_IEO_HAP_HI"
1386,"1018_IEO_SAD_LO"
1387,"1018_IEO_SAD_MD"
1388,"1018_IEO_SAD_HI"
1389,"1018_IEO_ANG_LO"
1390,"1018_IEO_ANG_MD"
1391,"1018_IEO_ANG_HI"
1392,"1018_IEO_FEA_LO"
1393,"1018_IEO_FEA_MD"
1394,"1018_IEO_FEA_HI"
1395,"1018_IEO_DIS_LO"
1396,"1018_IEO_DIS_MD"
1397,"1018_IEO_DIS_HI"
1398,"1018_TIE_NEU_XX"
1399,"1018_TIE_HAP_XX"
1400,"1018_TIE_SAD_XX"
1401,"1018_TIE_ANG_XX"
1402,"1018_TIE_FEA_XX"
1403,"1018_TIE_DIS_XX"
1404,"1018_IOM_NEU_XX"
1405,"1018_IOM_HAP_XX"
1406,"1018_IOM_SAD_XX"
1407,"1018_IOM_ANG_XX"
1408,"1018_IOM_FEA_XX"
1409,"1018_IOM_DIS_XX"
1410,"1018_IWW_NEU_XX"
1411,"1018_IWW_HAP_XX"
1412,"1018_IWW_SAD_XX"
1413,"1018_IWW_ANG_XX"
1414,"1018_IWW_FEA_XX"
1415,"1018_IWW_DIS_XX"
1416,"1018_TAI_NEU_XX"
1417,"1018_TAI_HAP_XX"
1418,"1018_TAI_SAD_XX"
1419,"1018_TAI_ANG_XX"
1420,"1018_TAI_FEA_XX"
1421,"1018_TAI_DIS_XX"
1422,"1018_MTI_NEU_XX"
1423,"1018_MTI_HAP_XX"
1424,"1018_MTI_SAD_XX"
1425,"1018_MTI_ANG_XX"
1426,"1018_MTI_FEA_XX"
1427,"1018_MTI_DIS_XX"
1428,"1018_IWL_NEU_XX"
1429,"1018_IWL_HAP_XX"
1430,"1018_IWL_SAD_XX"
1431,"1018_IWL_ANG_XX"
1432,"1018_IWL_FEA_XX"
1433,"1018_IWL_DIS_XX"
1434,"1018_ITH_NEU_XX"
1435,"1018_ITH_HAP_XX"
1436,"1018_ITH_SAD_XX"
1437,"1018_ITH_ANG_XX"
1438,"1018_ITH_FEA_XX"
1439,"1018_ITH_DIS_XX"
1440,"1018_DFA_NEU_XX"
1441,"1018_DFA_HAP_XX"
1442,"1018_DFA_SAD_XX"
1443,"1018_DFA_ANG_XX"
1444,"1018_DFA_FEA_XX"
1445,"1018_DFA_DIS_XX"
1446,"1018_ITS_NEU_XX"
1447,"1018_ITS_HAP_XX"
1448,"1018_ITS_SAD_XX"
1449,"1018_ITS_ANG_XX"
1450,"1018_ITS_FEA_XX"
1451,"1018_ITS_DIS_XX"
1452,"1018_TSI_NEU_XX"
1453,"1018_TSI_HAP_XX"
1454,"1018_TSI_SAD_XX"
1455,"1018_TSI_ANG_XX"
1456,"1018_TSI_FEA_XX"
1457,"1018_TSI_DIS_XX"
1458,"1018_WSI_NEU_XX"
1459,"1018_WSI_HAP_XX"
1460,"1018_WSI_SAD_XX"
1461,"1018_WSI_ANG_XX"
1462,"1018_WSI_FEA_XX"
1463,"1018_WSI_DIS_XX"
1464,"1019_IEO_NEU_XX"
1465,"1019_IEO_HAP_LO"
1466,"1019_IEO_HAP_MD"
1467,"1019_IEO_HAP_HI"
1468,"1019_IEO_SAD_LO"
1469,"1019_IEO_SAD_MD"
1470,"1019_IEO_SAD_HI"
1471,"1019_IEO_ANG_LO"
1472,"1019_IEO_ANG_MD"
1473,"1019_IEO_ANG_HI"
1474,"1019_IEO_FEA_LO"
1475,"1019_IEO_FEA_MD"
1476,"1019_IEO_FEA_HI"
1477,"1019_IEO_DIS_LO"
1478,"1019_IEO_DIS_MD"
1479,"1019_IEO_DIS_HI"
1480,"1019_TIE_NEU_XX"
1481,"1019_TIE_HAP_XX"
1482,"1019_TIE_SAD_XX"
1483,"1019_TIE_ANG_XX"
1484,"1019_TIE_FEA_XX"
1485,"1019_TIE_DIS_XX"
1486,"1019_IOM_NEU_XX"
1487,"1019_IOM_HAP_XX"
1488,"1019_IOM_SAD_XX"
1489,"1019_IOM_ANG_XX"
1490,"1019_IOM_FEA_XX"
1491,"1019_IOM_DIS_XX"
1492,"1019_IWW_NEU_XX"
1493,"1019_IWW_HAP_XX"
1494,"1019_IWW_SAD_XX"
1495,"1019_IWW_ANG_XX"
1496,"1019_IWW_FEA_XX"
1497,"1019_IWW_DIS_XX"
1498,"1019_TAI_NEU_XX"
1499,"1019_TAI_HAP_XX"
1500,"1019_TAI_SAD_XX"
1501,"1019_TAI_ANG_XX"
1502,"1019_TAI_FEA_XX"
1503,"1019_TAI_DIS_XX"
1504,"1019_MTI_NEU_XX"
1505,"1019_MTI_HAP_XX"
1506,"1019_MTI_SAD_XX"
1507,"1019_MTI_ANG_XX"
1508,"1019_MTI_FEA_XX"
1509,"1019_MTI_DIS_XX"
1510,"1019_IWL_NEU_XX"
1511,"1019_IWL_HAP_XX"
1512,"1019_IWL_SAD_XX"
1513,"1019_IWL_ANG_XX"
1514,"1019_IWL_FEA_XX"
1515,"1019_IWL_DIS_XX"
1516,"1019_DFA_NEU_XX"
1517,"1019_DFA_HAP_XX"
1518,"1019_DFA_SAD_XX"
1519,"1019_DFA_ANG_XX"
1520,"1019_DFA_FEA_XX"
1521,"1019_DFA_DIS_XX"
1522,"1019_ITS_NEU_XX"
1523,"1019_ITS_HAP_XX"
