"","A","D","F","H","N","S","fileName","numResponses","agreement","emoVote","meanEmoResp","meanAngerResp","meanDisgustResp","meanFearResp","meanHappyResp","meanNeutralResp","meanSadResp","medianEmoResp","meanEmoRespNorm","meanAngerRespNorm","meanDisgustRespNorm","meanFearRespNorm","meanHappyRespNorm","meanNeutralRespNorm","meanSadRespNorm","medianEmoRespNorm"
"106929",0,0,0,0,6,3,"1085_DFA_SAD_XX",9,0.666666666666667,"N",69.1111111111111,-1,-1,-1,-1,64,79.3333333333333,63,57.6303405728376,-1,-1,-1,-1,51.7783804098088,69.3342608988954,60.7843137254902
"106930",9,0,0,0,0,0,"1085_DFA_ANG_XX",9,1,"A",78,78,-1,-1,-1,-1,-1,74,78.4450782985416,78.4450782985416,-1,-1,-1,-1,-1,77.6595744680851
"106931",0,0,0,1,9,0,"1085_DFA_FEA_XX",10,0.9,"N",66.9,-1,-1,-1,54,68.3333333333333,-1,62.5,55.4181334361288,-1,-1,-1,50.5376344086021,55.9604111058539,-1,50.2688172043011
"106932",6,2,0,0,1,0,"1085_DFA_DIS_XX",9,0.666666666666667,"A",48.6666666666667,41.1666666666667,47,-1,-1,97,-1,37,35.9106356585332,27.7162955577711,30.5616498464239,-1,-1,95.7746478873239,-1,23.5294117647059
"106933",1,1,1,0,5,0,"1085_ITS_NEU_XX",8,0.625,"N",56.75,34,38,28,-1,70.8,-1,49,49.1934495378306,24.390243902439,23.5294117647059,20,-1,65.1255881271,-1,38.9386826006544
"106934",1,1,0,5,2,0,"1085_ITS_HAP_XX",9,0.555555555555556,"H",69.6666666666667,29,51,-1,77,81,-1,75,60.3858968473921,10.126582278481,43.0232558139535,-1,69.4535355957077,71.5277777777778,-1,63.3333333333333
"106935",0,0,2,0,6,2,"1085_ITS_SAD_XX",10,0.6,"N",43.3,-1,-1,35.5,-1,42.1666666666667,54.5,39,37.1829860841958,-1,-1,27.0380434782609,-1,34.8430202852539,54.3478260869565,29.3336715711145
"106936",5,3,1,0,0,0,"1085_ITS_ANG_XX",9,0.555555555555556,"A",62.3333333333333,59.2,71.6666666666667,50,-1,-1,-1,60,58.3893307214693,52.5267649147672,73.149699762603,43.421052631579,-1,-1,-1,55.5555555555556
"106937",0,0,3,0,4,2,"1085_ITS_FEA_XX",9,0.444444444444444,"N",61.4444444444444,-1,-1,56,-1,71.5,49.5,58,52.7319010897432,-1,-1,49.2993283232598,-1,69.3619363818912,24.6206896551724,57.5757575757576
"106938",0,2,3,0,2,2,"1085_ITS_DIS_XX",9,0.333333333333333,"F",60.4444444444444,-1,75,58,-1,78,32,57,55.4618785950259,-1,71.9101123595506,51.554352782569,-1,75.6862745098039,24.6505376344086,53.2608695652174
"106939",0,3,0,0,7,0,"1085_TSI_NEU_XX",10,0.7,"N",53,-1,39.6666666666667,-1,-1,58.7142857142857,-1,50.5,45.555199187834,-1,26.4362158614771,-1,-1,53.7490491848441,-1,33.3784759841098
"106940",1,0,1,0,7,0,"1085_TSI_HAP_XX",9,0.777777777777778,"N",60.6666666666667,94,-1,62,-1,55.7142857142857,-1,62,54.9836066355889,89.2857142857143,-1,50,-1,50.795249347798,-1,55.1020408163265
"106941",0,0,0,0,8,1,"1085_TSI_SAD_XX",9,0.888888888888889,"N",40,-1,-1,-1,-1,39.625,43,32,30.7918876960018,-1,-1,-1,-1,30.0954191125475,36.3636363636364,16.2790697674419
"106942",4,3,0,0,3,0,"1085_TSI_ANG_XX",10,0.4,"A",55.5,27.25,89,-1,-1,59.6666666666667,-1,51,52.4861448041391,22.6394174854996,87.8545800495761,-1,-1,56.9133459835547,-1,44.912734324499
"106943",0,0,0,0,5,3,"1085_TSI_FEA_XX",8,0.625,"N",61.375,-1,-1,-1,-1,69,48.6666666666667,56,51.1410680929241,-1,-1,-1,-1,61.0687157404363,34.5949886804037,50.5527994330262
"106944",0,2,1,1,5,0,"1085_TSI_DIS_XX",9,0.555555555555556,"N",56.5555555555556,-1,67.5,43,23,61.6,-1,56,48.2246636678842,-1,46.4529914529915,44.1176470588235,18.2926829268293,55.7411320238645,-1,45.8823529411765
"106945",1,0,0,0,10,0,"1085_WSI_NEU_XX",11,0.909090909090909,"N",59.6363636363636,29,-1,-1,-1,62.7,-1,58,50.7419918748412,9.23076923076923,-1,-1,-1,54.8931141392484,-1,48.4375
"106946",1,4,0,2,3,0,"1085_WSI_HAP_XX",10,0.4,"D",62.1,57,51,-1,70,73.3333333333333,-1,60,50.5608266500945,56.25,40.4785597459367,-1,44.5512820512821,66.1138211382114,-1,49.1707317073171
"106947",1,2,1,0,4,1,"1085_WSI_SAD_XX",9,0.444444444444444,"N",52.8888888888889,30,68.5,49,-1,47.25,71,49,46.2116847030891,40.8450704225352,66.6666666666667,52.1739130434783,-1,40.5132113821138,27.5,40.8450704225352
"106948",10,0,0,0,0,0,"1085_WSI_ANG_XX",10,1,"A",84.1,84.1,-1,-1,-1,-1,-1,91.5,84.7671575144117,84.7671575144117,-1,-1,-1,-1,-1,92.3264907135875
"106949",0,0,0,2,4,2,"1085_WSI_FEA_XX",8,0.5,"N",66.5,-1,-1,-1,35,82.5,66,75,57.3885816643175,-1,-1,-1,22.0588235294118,76.8492300585528,53.7970430107527,65.8076563958917
"106950",3,6,0,0,0,0,"1085_WSI_DIS_XX",9,0.666666666666667,"D",60.7777777777778,62.3333333333333,60,-1,-1,-1,-1,55,57.934988319856,57.8737541528239,57.9656054033721,-1,-1,-1,-1,55.421686746988
"106951",0,0,0,0,10,0,"1086_IEO_NEU_XX",10,1,"N",68.6,-1,-1,-1,-1,68.6,-1,71,66.194230239315,-1,-1,-1,-1,66.194230239315,-1,73.5192272644432
"106952",0,0,0,0,8,0,"1086_IEO_HAP_LO",8,1,"N",65,-1,-1,-1,-1,65,-1,62,66.1915276817418,-1,-1,-1,-1,66.1915276817418,-1,60.5385638297872
"106953",5,4,0,0,0,0,"1086_IEO_HAP_MD",9,0.555555555555556,"A",54.1111111111111,51.8,57,-1,-1,-1,-1,48,44.7157589411111,40.7936507936508,49.6183941254364,-1,-1,-1,-1,46.4646464646465
"106954",1,1,0,3,1,1,"1086_IEO_HAP_HI",7,0.428571428571429,"H",81.2857142857143,95,85,-1,77.3333333333333,97,60,85,77.5505820905001,93.5483870967742,75.4098360655738,-1,74.8634319718657,93.75,55.5555555555556,75.4098360655738
"106955",0,0,1,0,8,1,"1086_IEO_SAD_LO",10,0.8,"N",73.8,-1,-1,11,-1,84.875,48,86,71.7724950706789,-1,-1,7.52688172043011,-1,83.4969808455171,42.2222222222222,85.3669586227726
"106956",0,6,1,0,2,0,"1086_IEO_SAD_MD",9,0.666666666666667,"D",52.8888888888889,-1,47.1666666666667,38,-1,77.5,-1,55,48.4997549830705,-1,42.5690987226435,38.7755102040816,-1,71.1538461538462,-1,42.3076923076923
"106957",0,0,3,0,6,1,"1086_IEO_SAD_HI",10,0.6,"N",59.3,-1,-1,66.3333333333333,-1,59,40,52.5,50.6792359543411,-1,-1,57.1224722765819,-1,51.7374904522776,25,37.0535714285714
"106958",6,3,0,0,1,0,"1086_IEO_ANG_LO",10,0.6,"A",51.7,48.5,63,-1,-1,37,-1,51,45.5716863900999,36.6285463002109,69.1247191761016,-1,-1,28.5714285714286,-1,34.8699763593381
"106959",8,1,0,0,0,0,"1086_IEO_ANG_MD",9,0.888888888888889,"A",66.5555555555556,64.625,82,-1,-1,-1,-1,68,65.1388215293253,64.1902651295818,72.7272727272727,-1,-1,-1,-1,68.6868686868687
"106960",8,1,0,0,0,0,"1086_IEO_ANG_HI",9,0.888888888888889,"A",83.5555555555556,84.25,78,-1,-1,-1,-1,78,82.2734025306688,83.0795558689805,75.8241758241758,-1,-1,-1,-1,75.8241758241758
"106961",0,1,0,0,8,0,"1086_IEO_FEA_LO",9,0.888888888888889,"N",83.2222222222222,-1,100,-1,-1,81.125,-1,89,84.9233280398545,-1,100,-1,-1,83.0387440448363,-1,93.75
"106962",0,2,2,0,4,0,"1086_IEO_FEA_MD",8,0.5,"N",49.5,-1,37,33,-1,64,-1,44.5,37.312244954449,-1,15.4504504504505,22.2300140252454,-1,55.7842576710501,-1,26.1750881316099
"106963",2,1,3,2,0,0,"1086_IEO_FEA_HI",8,0.375,"F",58.875,80,35,59,49.5,-1,-1,61,55.1751098419561,80.4393525331091,26.9662921348315,54.9667116509222,44.3278732909165,-1,-1,60.0942230460303
"106964",0,2,0,0,6,0,"1086_IEO_DIS_LO",8,0.75,"N",78.5,-1,37,-1,-1,92.3333333333333,-1,91,74.6408257298861,-1,26.7987804878049,-1,-1,90.5881741439132,-1,90.4975347377857
"106965",3,7,0,0,0,0,"1086_IEO_DIS_MD",10,0.7,"D",60.4,48.6666666666667,65.4285714285714,-1,-1,-1,-1,66,60.7905854164727,51.039062658781,64.9698094554834,-1,-1,-1,-1,67.7678571428571
"106966",0,3,0,0,1,3,"1086_IEO_DIS_HI",7,0.428571428571429,"D:S",57,-1,46.3333333333333,-1,-1,33,75.6666666666667,63,46.3767305167681,-1,22.2883597883598,-1,-1,34.2105263157895,74.5205026455026,34.7222222222222
"106967",0,1,1,0,6,1,"1086_TIE_NEU_XX",9,0.666666666666667,"N",60.5555555555556,-1,57,10,-1,67,76,59,53.1625696846875,-1,52.7472527472528,8.16326530612245,-1,59.4730538990878,60.7142857142857,54.3478260869565
"106968",3,2,1,1,1,0,"1086_TIE_HAP_XX",8,0.375,"A",58.25,60.3333333333333,62,34,29,98,-1,53.5,50.56440273924,53.4311069368686,57.5313117996045,12,19.5402298850575,97.6190476190476,-1,50.3079507278835
"106969",0,2,2,0,5,1,"1086_TIE_SAD_XX",10,0.5,"N",62.1,-1,63,62.5,-1,54,100,63,57.3845728082031,-1,57.3202614379085,56.4732142857143,-1,49.2517553269572,100,57.3202614379085
"106970",10,0,0,0,0,0,"1086_TIE_ANG_XX",10,1,"A",66,66,-1,-1,-1,-1,-1,65,63.1079326204608,63.1079326204608,-1,-1,-1,-1,-1,67.7858439201452
"106971",8,1,0,0,0,0,"1086_TIE_FEA_XX",9,0.888888888888889,"A",58.6666666666667,55.125,87,-1,-1,-1,-1,54,53.339884321101,49.3539607703296,85.2272727272727,-1,-1,-1,-1,47.1264367816092
"106972",1,2,0,0,6,1,"1086_TIE_DIS_XX",10,0.6,"N",53.4,36,55,-1,-1,58.8333333333333,35,52.5,44.3356960791644,20,36.2509486465975,-1,-1,53.5845395685821,29.3478260869565,44.0381426202322
"106973",0,0,0,0,10,0,"1086_IOM_NEU_XX",10,1,"N",63.2,-1,-1,-1,-1,63.2,-1,66,61.0063576282549,-1,-1,-1,-1,61.0063576282549,-1,55.7466340269278
"106974",0,0,2,4,3,0,"1086_IOM_HAP_XX",9,0.444444444444444,"H",61,-1,-1,40.5,60.25,75.6666666666667,-1,63,51.8628635562705,-1,-1,31.0202143535477,54.3478443637342,62.4446552814674,-1,53.75
"106975",1,0,0,0,4,5,"1086_IOM_SAD_XX",10,0.5,"S",66.9,13,-1,-1,-1,78.5,68.4,75.5,60.3356076682773,7.4468085106383,-1,-1,-1,76.7927803651581,57.7476293423005,70.0066137566138
"106976",4,4,0,0,1,0,"1086_IOM_ANG_XX",9,0.444444444444444,"A:D",63.1111111111111,72.75,55.75,-1,-1,54,-1,58,57.3756114894173,65.3280645551257,51.8768173936241,-1,-1,47.5609756097561,-1,55.2941176470588
"106977",2,4,0,0,3,0,"1086_IOM_FEA_XX",9,0.444444444444444,"D",45.4444444444444,32,33.25,-1,-1,70.6666666666667,-1,39,35.3127067307956,18.75,23.4321459245394,-1,-1,62.1952589596675,-1,22.093023255814
"106978",2,5,1,0,1,0,"1086_IOM_DIS_XX",9,0.555555555555556,"D",51.2222222222222,27.5,63.4,43,-1,46,-1,46,43.9992735262915,17.5561797752809,57.2089001757744,27.7777777777778,-1,47.0588235294118,-1,42.2535211267606
"106979",0,2,1,0,5,1,"1086_IWW_NEU_XX",9,0.555555555555556,"N",39.7777777777778,-1,33,44,-1,42.2,37,37,29.2247781857659,-1,25.9996947496948,36.5853658536585,-1,33.3491881253075,7.69230769230769,34.3283582089552
"106980",0,0,1,1,8,0,"1086_IWW_HAP_XX",10,0.8,"N",58.2,-1,-1,94,29,57.375,-1,59.5,52.820017900854,-1,-1,93.2584269662921,13.4146341463415,52.6908897369883,-1,54.5982142857143
"106981",0,0,5,0,3,1,"1086_IWW_SAD_XX",9,0.555555555555556,"F",51.4444444444444,-1,-1,53.8,-1,51,41,54,46.1461478226428,-1,-1,49.2421439926544,-1,44.6257792377468,35.2272727272727,45.7142857142857
"106982",1,7,0,0,1,0,"1086_IWW_ANG_XX",9,0.777777777777778,"D",46.4444444444444,8,53.2857142857143,-1,-1,37,-1,37,43.393863558696,2.12765957446809,49.6361795760156,-1,-1,40.9638554216868,-1,40.9638554216868
"106983",0,0,10,0,0,0,"1086_IWW_FEA_XX",10,1,"F",53.6,-1,-1,53.6,-1,-1,-1,51,43.0830774600058,-1,-1,43.0830774600058,-1,-1,-1,41.9078947368421
"106984",0,2,0,0,4,2,"1086_IWW_DIS_XX",8,0.5,"N",55,-1,78.5,-1,-1,51.75,38,53.5,47.0356162478904,-1,70.7843137254902,-1,-1,45.9419482617619,25.4742547425474,47.1481671366316
"106985",0,0,0,0,10,0,"1086_TAI_NEU_XX",10,1,"N",71.4,-1,-1,-1,-1,71.4,-1,77.5,69.3420674226947,-1,-1,-1,-1,69.3420674226947,-1,78.9902045520023
"106986",0,1,0,5,3,1,"1086_TAI_HAP_XX",10,0.5,"H",56.6,-1,29,-1,57.4,56,82,54,50.4803121614179,-1,22.8260869565217,-1,46.0441524512448,57.037037037037,80.6451612903226,40.6832298136646
"106987",3,1,2,0,3,0,"1086_TAI_SAD_XX",9,0.333333333333333,"A:N",59.6666666666667,63.3333333333333,81,47.5,-1,57,-1,54,52.2907313489913,50.0672612411743,81.8181818181818,46.5103716508211,-1,48.5252910991916,-1,48.0769230769231
"106988",7,1,1,0,0,0,"1086_TAI_ANG_XX",9,0.777777777777778,"A",67,72.2857142857143,58,39,-1,-1,-1,75,59.0770227846706,63.5283222238694,48.6111111111111,38.3838383838384,-1,-1,-1,60
"106989",0,1,7,0,1,1,"1086_TAI_FEA_XX",10,0.7,"F",53.7,-1,23,55.4285714285714,-1,65,61,56,48.9212997801454,-1,25,48.5423611186147,-1,60.9756097560976,63.4408602150538,43.3908045977011
"106990",0,2,2,0,3,2,"1086_TAI_DIS_XX",9,0.333333333333333,"N",55.1111111111111,-1,74,32,-1,48.6666666666667,69,53,48.2076401933894,-1,68.6746987951807,32.165404040404,-1,33.2985296483025,66.1464835622139,37.3493975903614
"106991",1,0,0,0,9,0,"1086_MTI_NEU_XX",10,0.9,"N",68.7,63,-1,-1,-1,69.3333333333333,-1,66,65.5010983600785,62.9032258064516,-1,-1,-1,65.7897508660371,-1,65.1250822909809
"106992",0,0,0,4,6,0,"1086_MTI_HAP_XX",10,0.6,"N",67,-1,-1,-1,61,71,-1,60.5,62.3705218060752,-1,-1,-1,49.6669010780622,70.8396022914172,-1,62.335302135393
"106993",0,2,0,0,5,2,"1086_MTI_SAD_XX",9,0.555555555555556,"N",49.5555555555556,-1,57.5,-1,-1,57,23,56,44.9295581390103,-1,55.1085992907801,-1,-1,54.4485834316343,10.9529537556803,42.8571428571429
"106994",2,1,0,1,5,0,"1086_MTI_ANG_XX",9,0.555555555555556,"N",57.4444444444444,41.5,25,-1,40,73.8,-1,61,52.2209181982479,36.8524514338575,21.875,-1,26.8292682926829,69.5158185247666,-1,55.1724137931034
"106995",0,1,3,1,4,1,"1086_MTI_FEA_XX",10,0.4,"N",46.9,-1,100,20.6666666666667,17,67,22,28.5,40.7593076567034,-1,100,13.4040782355389,4.76190476190476,63.0231553272598,10.5263157894737,32.1464646464647
"106996",0,3,1,0,4,0,"1086_MTI_DIS_XX",8,0.5,"N",54,-1,52.3333333333333,36,-1,59.75,-1,51,48.7494857920472,-1,44.7517832732003,22.8915662650602,-1,58.2122425629291,-1,42.7114353782013
"106997",2,1,1,0,6,0,"1086_IWL_NEU_XX",10,0.6,"N",63,38,39,82,-1,72.1666666666667,-1,66,54.7200905737044,28.5922587486744,28.2352941176471,73.134328358209,-1,64.7744609606399,-1,54.9718574108818
"106998",0,0,0,7,2,0,"1086_IWL_HAP_XX",9,0.777777777777778,"H",63.8888888888889,-1,-1,-1,53.5714285714286,100,-1,60,57.2153315424537,-1,-1,-1,44.9911405545833,100,-1,48.6486486486486
"106999",0,0,1,1,5,1,"1086_IWL_SAD_XX",8,0.625,"N",58.25,-1,-1,63,26,70.8,23,64,56.5156445626326,-1,-1,53.448275862069,23.728813559322,72.2929842024508,13.4831460674157,62.8095716198126
"107000",9,1,0,0,0,0,"1086_IWL_ANG_XX",10,0.9,"A",72.2,69.2222222222222,99,-1,-1,-1,-1,76.5,65.9598597623526,62.2898554037363,98.989898989899,-1,-1,-1,-1,65.8256172839506
"107001",2,2,0,0,4,1,"1086_IWL_FEA_XX",9,0.444444444444444,"N",57.8888888888889,23.5,61.5,-1,-1,72,63,63,50.5279338936074,6.04395604395604,55.3523035230352,-1,-1,69.4094745635407,54.320987654321,54.320987654321
"107002",0,1,0,0,8,0,"1086_IWL_DIS_XX",9,0.888888888888889,"N",68.7777777777778,-1,56,-1,-1,70.375,-1,70,62.6148695465635,-1,36.0655737704918,-1,-1,65.9335315185725,-1,55.7377049180328
"107003",0,0,1,0,5,1,"1086_ITH_NEU_XX",7,0.714285714285714,"N",72.7142857142857,-1,-1,57,-1,76.8,68,76,67.2252303802359,-1,-1,49.4117647058824,-1,73.2329695911538,55,72
"107004",0,0,2,4,3,0,"1086_ITH_HAP_XX",9,0.444444444444444,"H",62,-1,-1,69.5,62,57,-1,58,59.975688947653,-1,-1,64.885201620683,57.7349397590361,59.6903460837887,-1,60
"107005",0,1,2,0,5,2,"1086_ITH_SAD_XX",10,0.5,"N",60.2,-1,62,58,-1,74.8,25,66,55.2668967565242,-1,55,45.8528669311215,-1,75.5330864474619,14.1489007328448,54.2857142857143
"107006",8,2,0,0,0,0,"1086_ITH_ANG_XX",10,0.8,"A",61,64,49,-1,-1,-1,-1,56,58.7284062042443,61.4318167355184,47.9147640791476,-1,-1,-1,-1,56.8036529680365
"107007",0,0,9,0,0,0,"1086_ITH_FEA_XX",9,1,"F",57.6666666666667,-1,-1,57.6666666666667,-1,-1,-1,55,51.4784929756802,-1,-1,51.4784929756802,-1,-1,-1,54.0816326530612
"107008",3,4,0,0,1,1,"1086_ITH_DIS_XX",9,0.444444444444444,"D",39.2222222222222,27.3333333333333,45,-1,-1,37,54,37,34.3139549120732,24.3585566166211,41.770273297491,-1,-1,28.4090909090909,40.2597402597403,30.1075268817204
"107009",1,1,1,1,5,0,"1086_DFA_NEU_XX",9,0.555555555555556,"N",57.4444444444444,27,35,41,25,77.8,-1,53,53.1953604561788,10.9756097560976,31.9148936170213,40.4040404040404,13.7931034482759,76.3341193760348,-1,50.6329113924051
"107010",0,1,0,5,5,0,"1086_DFA_HAP_XX",11,0.454545454545455,"H:N",52.9090909090909,-1,62,-1,57.6,46.4,-1,56,45.4689963164268,-1,56.4705882352941,-1,44.3405471119061,44.397127137174,-1,51.0204081632653
"107011",0,0,1,1,7,0,"1086_DFA_SAD_XX",9,0.777777777777778,"N",59.6666666666667,-1,-1,5,42,70,-1,56,54.2887918161485,-1,-1,0,38.9473684210526,64.2359654177548,-1,49.4623655913978
"107012",7,2,0,0,1,0,"1086_DFA_ANG_XX",10,0.7,"A",53,46.4285714285714,71,-1,-1,63,-1,56,50.3634961743659,41.3464596056853,78.869578134284,-1,-1,56.4705882352941,-1,47.9721362229102
"107013",2,0,4,0,2,0,"1086_DFA_FEA_XX",8,0.5,"F",37,13,-1,61,-1,13,-1,16.5,29.3073311075027,0.609756097560976,-1,57.0902719711029,-1,2.4390243902439,-1,12.5656066687249
"107014",3,4,0,0,2,0,"1086_DFA_DIS_XX",9,0.444444444444444,"D",61,59,68.5,-1,-1,49,-1,65,56.0434334199296,54.4802974802975,64.5991398417786,-1,-1,41.2767244856797,-1,56.8181818181818
"107015",0,0,1,1,8,0,"1086_ITS_NEU_XX",10,0.8,"N",67.2,-1,-1,45,60,70.875,-1,59.5,61.5687363666473,-1,-1,40,42.0289855072464,66.7072972699033,-1,56.3602941176471
"107016",1,0,0,8,2,0,"1086_ITS_HAP_XX",11,0.727272727272727,"H",58.9090909090909,25,-1,-1,60,71.5,-1,58,54.6376100537971,24.2105263157895,-1,-1,56.6074402880185,61.9718309859155,-1,60
"107017",1,1,3,0,2,2,"1086_ITS_SAD_XX",9,0.333333333333333,"F",45.3333333333333,44,35,31.3333333333333,-1,93,24.5,35,35.2398070901462,34.8837209302326,13.5135135135135,25.8804210193099,-1,84.2857142857143,11.2741688691056,27.1604938271605
"107018",4,4,0,0,2,0,"1086_ITS_ANG_XX",10,0.4,"A:D",49.1,53,49.5,-1,-1,40.5,-1,52,45.9274256452945,48.3423210739268,46.5267480898144,-1,-1,39.8989898989899,-1,49.9511241446725
"107019",0,1,7,0,2,0,"1086_ITS_FEA_XX",10,0.7,"F",51.4,-1,11,48.7142857142857,-1,81,-1,39.5,46.5431867388112,-1,0,43.9024178370538,-1,79.0574712643678,-1,34.0297860034702
"107020",0,0,1,0,7,0,"1086_ITS_DIS_XX",8,0.875,"N",55.375,-1,-1,1,-1,63.1428571428571,-1,59.5,46.9408215302824,-1,-1,0,-1,53.6466531774656,-1,49.3402777777778
"107021",0,0,1,0,9,0,"1086_TSI_NEU_XX",10,0.9,"N",54.1,-1,-1,17,-1,58.2222222222222,-1,56,50.4054464110476,-1,-1,18,-1,54.0060515678307,-1,48.150912106136
"107022",1,2,1,0,4,0,"1086_TSI_HAP_XX",8,0.5,"N",61.375,61,50,99,-1,57.75,-1,56.5,53.4918456310458,53.125,43.4553026922505,98.3333333333333,-1,47.3914565826331,-1,51.5625
"107023",0,1,1,2,5,0,"1086_TSI_SAD_XX",9,0.555555555555556,"N",64,-1,60,23,57.5,75.6,-1,64,58.7310417564145,-1,35.4838709677419,4.93827160493827,65.7086532475617,71.3479853479853,-1,59.5238095238095
"107024",6,3,0,0,0,0,"1086_TSI_ANG_XX",9,0.666666666666667,"A",66.5555555555556,68.1666666666667,63.3333333333333,-1,-1,-1,-1,75,60.4140212586146,64.7473296078773,51.7474045600894,-1,-1,-1,-1,74.5454545454545
"107025",0,1,9,0,0,0,"1086_TSI_FEA_XX",10,0.9,"F",57.9,-1,68,56.7777777777778,-1,-1,-1,54.5,51.1680462979751,-1,70.6666666666667,49.0015329236761,-1,-1,-1,44.8340345956054
"107026",0,1,0,2,5,0,"1086_TSI_DIS_XX",8,0.625,"N",67.75,-1,41,-1,39.5,84.4,-1,61,61.1770761690461,-1,20.5479452054795,-1,36.0327516136744,79.3606321839081,-1,48.4015804597701
"107027",1,0,0,0,8,0,"1086_WSI_NEU_XX",9,0.888888888888889,"N",71.1111111111111,28,-1,-1,-1,76.5,-1,76,69.6349857145221,10,-1,-1,-1,77.0893589288374,-1,85.8695652173913
"107028",0,0,0,10,0,0,"1086_WSI_HAP_XX",10,1,"H",63.7,-1,-1,-1,63.7,-1,-1,60,63.8524295838126,-1,-1,-1,63.8524295838126,-1,-1,57.4271079590228
"107029",1,1,0,0,7,1,"1086_WSI_SAD_XX",10,0.7,"N",60.6,38,23,-1,-1,72.7142857142857,36,70.5,55.5670993938243,25.3164556962025,21.4285714285714,-1,-1,68.0420554094429,32.6315789473684,65.7652880876635
"107030",10,0,0,0,0,0,"1086_WSI_ANG_XX",10,1,"A",86.6,86.6,-1,-1,-1,-1,-1,96,91.9333272285298,91.9333272285298,-1,-1,-1,-1,-1,97.3118279569892
"107031",2,3,1,0,4,0,"1086_WSI_FEA_XX",10,0.4,"N",54,22,74,22,-1,63,-1,60,46.4207716167581,7.11805555555556,66.6914576413935,14.0845070422535,-1,58.953181272509,-1,52.7331420373027
"107032",4,4,0,0,1,1,"1086_WSI_DIS_XX",10,0.4,"A:D",47,42,61.5,-1,-1,30,26,44,39.4306338033607,36.1712428489114,51.0620672363191,-1,-1,29.8969072164948,15.4761904761905,34.8867194695156
"107033",0,0,0,0,9,0,"1087_IEO_NEU_XX",9,1,"N",58,-1,-1,-1,-1,58,-1,52,51.0445822535835,-1,-1,-1,-1,51.0445822535835,-1,28.3582089552239
"107034",0,1,1,0,6,2,"1087_IEO_HAP_LO",10,0.6,"N",57.5,-1,56,16,-1,62.8333333333333,63,63,51.8213101664485,-1,58.0246913580247,16.2790697674419,-1,55.5710969863882,55.2413793103448,50.3456790123457
"107035",0,2,1,0,5,2,"1087_IEO_HAP_MD",10,0.5,"N",59.9,-1,45.5,55,-1,71.8,47,54.5,47.7687491125486,-1,42.2112462006079,56.140350877193,-1,54.5152305727599,32.2742474916388,46.0164835164835
"107036",1,1,2,2,2,0,"1087_IEO_HAP_HI",8,0.25,"F:H:N",54.75,52,14,43,76.5,66.5,-1,52.5,51.5635874069651,56.4102564102564,3.37078651685393,41.3653699466056,75,59.9984582176997,-1,53.2051282051282
"107037",0,0,0,0,7,2,"1087_IEO_SAD_LO",9,0.777777777777778,"N",68.7777777777778,-1,-1,-1,-1,67.5714285714286,73,85,64.5330792354545,-1,-1,-1,-1,62.8561763683946,70.4022392701638,76.1904761904762
"107038",0,1,2,0,2,5,"1087_IEO_SAD_MD",10,0.5,"S",57.8,-1,62,58,-1,66,53.6,50,51.2445950101474,-1,61.2244897959184,51.2826961770624,-1,63.1428237494156,44.4740840905199,44.1216891554223
"107039",0,0,2,0,0,7,"1087_IEO_SAD_HI",9,0.777777777777778,"S",74.6666666666667,-1,-1,66.5,-1,-1,77,72,68.8896267589141,-1,-1,54.7008547008547,-1,-1,72.9435616326454,67.8571428571429
"107040",2,3,0,1,4,0,"1087_IEO_ANG_LO",10,0.4,"N",67.6,68,65.3333333333333,-1,71,68.25,-1,72,65.7806938689587,67.3892773892774,62.066772655008,-1,68.1318681318681,67.1740494535349,-1,71.8708121147146
"107041",1,5,0,0,3,0,"1087_IEO_ANG_MD",9,0.555555555555556,"D",53.3333333333333,10,44.8,-1,-1,82,-1,60,45.5850039634842,3.6144578313253,35.7389825630804,-1,-1,75.9852216748768,-1,54.6666666666667
"107042",6,2,0,0,0,0,"1087_IEO_ANG_HI",8,0.75,"A",79.5,84.6666666666667,64,-1,-1,-1,-1,75,75.7877408635587,81.5553716564621,58.4848484848485,-1,-1,-1,-1,77.4042102074814
"107043",0,0,3,0,4,2,"1087_IEO_FEA_LO",9,0.444444444444444,"N",61.5555555555556,-1,-1,51.6666666666667,-1,77.5,44.5,60,53.2228338305883,-1,-1,42.8053830227743,-1,74.7460363384425,25.8026050266006,56.5217391304348
"107044",0,1,6,0,1,0,"1087_IEO_FEA_MD",8,0.75,"F",44,-1,30,50.6666666666667,-1,18,-1,33,36.1721578197144,-1,12.5,45.0350993151747,-1,6.66666666666667,-1,24.6209624258405
"107045",0,0,7,0,3,0,"1087_IEO_FEA_HI",10,0.7,"F",59.4,-1,-1,70.1428571428571,-1,34.3333333333333,-1,61.5,54.0951274587855,-1,-1,62.9807154567487,-1,33.3620887968714,-1,53.6304347826087
"107046",0,2,0,0,5,3,"1087_IEO_DIS_LO",10,0.5,"N",51.7,-1,55.5,-1,-1,52.8,47.3333333333333,50.5,49.0795202972794,-1,40.2107779226423,-1,-1,55.6033411033411,44.1189805369345,41.4517515581345
"107047",1,2,0,0,4,3,"1087_IEO_DIS_MD",10,0.4,"N",55.6,49,52.5,-1,-1,50.25,67,52,47.4916542349971,38.5542168674699,41.2101313320826,-1,-1,44.4789174641148,58.6754643206256,40.2448503692188
